Description,Price,Rating,Reviews,URL
Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),₹609,3.9 out of 5 stars,996,http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYxODA1MDEyNTYwMDQ5OjE2NjQwMzE4MDM6c3BfYnRmOjIwMDM1MTgyOTQ5OTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB09T2TCSW7%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031803%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26psc%3D1
Luzian Laptop Backpack 31 litres - School/College/Casual Backpack with and USB Socket. (LH007),₹599,4.1 out of 5 stars,234,http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTYxODA1MDEyNTYwMDQ5OjE2NjQwMzE4MDM6c3BfYnRmOjIwMDQ2MDMyODM0OTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FLUZIAN-LH007-Laptop-Backpack-litres%2Fdp%2FB08PF58D3D%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031803%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26psc%3D1
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)","₹1,400",4.2 out of 5 stars,23,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A03407974AVXR9G9ECEQ&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031815%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26psc%3D1&qualifier=1664031815&id=3809402446756177&widgetName=sp_atf_next
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Blue)","₹1,400",4.3 out of 5 stars,47,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0340953PR9KD95VMC6U&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031815%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26psc%3D1&qualifier=1664031815&id=3809402446756177&widgetName=sp_atf_next
DIVING DEEP Women Backpack Latest School Bag for Girls (Black),₹391,3.3 out of 5 stars,"1,315",http://www.amazon.in/DIVING-DEEP-Backpack-Polyester-Bag/dp/B08F7YYZTJ/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-83
Wildcraft Turnaround Polyester 35 Ltrs Blue Laptop Bag (8903338054702),"₹1,575",4.4 out of 5 stars,"1,040",http://www.amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903338054702/dp/B012D51GXO/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-84
F Gear Marcus Doby 33 Ltrs Grey Laptop Backpack (3200),"₹1,251",3.5 out of 5 stars,25,http://www.amazon.in/F-Gear-Marcus-Doby-Grey-Laptop-Backpack/dp/B07XGQ5R28/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-85
Afn Fashion 45 Ltrs Casual backpack/ office/ School Bag/Laptop Backpack for (15.6 inch) Blue,₹689,4.0 out of 5 stars,"1,432",http://www.amazon.in/AFN-FASHION-Casual-bagpack-Backpack/dp/B081X69ZL7/ref=sr_1_86?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-86
"Genie Spritz Daypack 14 inch, Stylish and Trendy College backpacks for girls, Water Resistant and Lightweight Mini Bags for Travelling Purpose. Latest Collection of Backpack for women (Rose)",₹275,4.3 out of 5 stars,964,http://www.amazon.in/Genie-Spritz-Daypack-Fashion-Backpack/dp/B083ZDT8SD/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-87
"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","₹1,499",4.3 out of 5 stars,311,http://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-88
"Frantic Velvet Kids School Bag Soft Animal Cartoon Backpack Lightweight Bag for 2 to 5 Years Baby/Boys/Girls Preschool, Picnic, Nursery (FullBodyPink Rabbit2022_G)",₹269,4.0 out of 5 stars,129,http://www.amazon.in/Frantic-Lightweight-Preschool-FullBodyPink-Rabbit2022_G/dp/B0B7XT56P6/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-89
"POLESTAR Enzo 35 L College/ School/ Office/ Casual/ Travel Backpack with 15.6"" laptop compartment and rain cover, made with polyester, 1 year warranty",₹609,4.2 out of 5 stars,"3,307",http://www.amazon.in/Polestar-Liters-Polyester-Casual-Backpack/dp/B09243WY6M/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&smid=A3HBYWQBT33AGW&sprefix=ba%2Caps%2C283&sr=8-90
"uppercase Medium 23L Tall Boy Laptop Backpack 2500EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,550",4.0 out of 5 stars,28,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A02441351NCVVAT6YWI80&url=%2Fuppercase-Backpack-2500EBP1-repellent-sustainable%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031815%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26psc%3D1&qualifier=1664031815&id=3809402446756177&widgetName=sp_mtf
Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),₹609,3.9 out of 5 stars,996,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0227599DCXA0H8EF82F&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB09T2TCSW7%2Fref%3Dsr_1_92_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031815%26sprefix%3Dba%252Caps%252C283%26sr%3D8-92-spons%26psc%3D1&qualifier=1664031815&id=3809402446756177&widgetName=sp_mtf
POLICE 30 Ltrs Laptop Backpack,"₹1,399",4.2 out of 5 stars,"4,808",http://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-93
Asian Eco-Friendly Jute Hand Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women,₹199,4.1 out of 5 stars,95,http://www.amazon.in/Eco-Friendly-Bag-Reusable-Shopping-Grocery-Multipurpose/dp/B09V5PVDTC/ref=sr_1_94?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-94
WILDHORN 31L Water Resistant Office Laptop Bag / Backpack for Men / Women I Travel / Business / College Bookbags Fit 15.6 Inch Laptop,₹509,4.1 out of 5 stars,53,http://www.amazon.in/WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL66G55/ref=sr_1_95?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-95
Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),₹699,3.9 out of 5 stars,996,http://www.amazon.in/Half-Moon-Waterproof-Backpack-Grey/dp/B09688CSCZ/ref=sr_1_96?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-96
Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,₹799,4.1 out of 5 stars,"12,076",http://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WNFN1XS/ref=sr_1_97?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-97
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),₹189,3.7 out of 5 stars,"2,634",http://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_98?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-98
F Gear Parade Melange 30 Ltrs Dark Blue Laptop Backpack (3172),"₹1,407",,,http://www.amazon.in/Gear-Parade-Melange-Laptop-Backpack/dp/B07SQFZDCG/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-99
Van Heusen Women's Tote Bag,"₹1,199",4.3 out of 5 stars,514,http://www.amazon.in/Van-Heusen-Womens-Tote-Navy/dp/B07SRTDHPX/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1664031815&sprefix=ba%2Caps%2C283&sr=8-100
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),₹619,3.9 out of 5 stars,"12,939",http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A02215913OJ9ABXWGR091&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_101_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031815%26smid%3DA1UVZJ9N7FK5G6%26sprefix%3Dba%252Caps%252C283%26sr%3D8-101-spons%26psc%3D1&qualifier=1664031815&id=3809402446756177&widgetName=sp_btf
"uppercase Medium 14L Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,150",4.7 out of 5 stars,45,http://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A03410092F4QAVLGVLCLA&url=%2Fuppercase-Medium-Laptop-Backpack-2100EBP1%2Fdp%2FB0B5NBLGBQ%2Fref%3Dsr_1_102_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031815%26sprefix%3Dba%252Caps%252C283%26sr%3D8-102-spons%26psc%3D1&qualifier=1664031815&id=3809402446756177&widgetName=sp_btf
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)","₹1,400",4.2 out of 5 stars,23,http://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjA4MzA3MTQzODU0MTQ1OjE2NjQwMzE4MjY6c3BfYXRmX25leHQ6MjAwNjI3MjE5MjE3OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_97_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031825%26sprefix%3Dba%252Caps%252C283%26sr%3D8-97-spons%26psc%3D1
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Blue)","₹1,400",4.3 out of 5 stars,47,http://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjA4MzA3MTQzODU0MTQ1OjE2NjQwMzE4MjY6c3BfYXRmX25leHQ6MjAwNjI3MjE5MjE2OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B68Z3X7D%2Fref%3Dsr_1_98_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031825%26sprefix%3Dba%252Caps%252C283%26sr%3D8-98-spons%26psc%3D1
Mtuggar Genuine Leather Sling Bag Unisex. Brown (SLB-8002-BRN) (Black),₹828,4.3 out of 5 stars,319,http://www.amazon.in/Mtuggar-Genuine-Leather-Messenger-SLB-8002-BRN/dp/B08W4MKG1T/ref=sr_1_99?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-99
Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,₹899,4.2 out of 5 stars,"47,310",http://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_100?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-100
"Storite Stylish Small PU Leather Sling Cross Body Travel Office One Side Shoulder Bag for Men Women (25 cm x 11 cm x 20 cm, Coffee Brown)",₹699,4.1 out of 5 stars,420,http://www.amazon.in/Storite-Leather-Sling-Coffee-Brown/dp/B0983N9GXN/ref=sr_1_101?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-101
Hammonds Flycatcher Original Bombay Brown Leather Laptop Messenger Bag for Laptop/MacBook up to 15.6 inch|Padded Laptop Compartment|Office Bag,"₹2,395",4.3 out of 5 stars,"4,097",http://www.amazon.in/Hammonds-Flycatcher-Messenger-Compartment-LB106BR/dp/B07P2TQH78/ref=sr_1_102?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&smid=A43ILAQ271414&sprefix=ba%2Caps%2C283&sr=8-102
Gear CarryOn 16L Foldable Water Resistant School Bag//Backpack/College Bag for Men/Women - Blue Black,₹298.80,3.7 out of 5 stars,"5,332",http://www.amazon.in/GEAR-Black-Blue-Backpack-years/dp/B019HA8AYG/ref=sr_1_103?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-103
"World Speed 15.6-inch Laptop Computer Briefcase,Water Resistant, Business Bag with Waterproof Zipper,Shoulder Bag Artificial Leather Handbag,Compatible with laptop MacBook Notebook,for Men/Women",₹799,4.1 out of 5 stars,487,http://www.amazon.in/15-6-inch-Briefcase-Waterproof-Artificial-Compatible/dp/B094GB8VS2/ref=sr_1_104?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-104
Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Tan,₹932,4.4 out of 5 stars,"1,279",http://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-105
The Clownfish Laptop Bag Tablet Computer up to 15.6 inch for Women and Men Water Resistant Synthetic Leather Briefcase Office Bag Messenger Sling Shoulder Bag with Strap MacBook Notebook Handbag Business Briefcase Bags,"₹1,443",4.3 out of 5 stars,441,http://www.amazon.in/Clownfish-Briefcase-Shoulder-Messenger-Chocolate/dp/B07FSFHFVJ/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-106
"uppercase Medium 23L Tall Boy Laptop Backpack 2500EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,550",4.0 out of 5 stars,28,http://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjA4MzA3MTQzODU0MTQ1OjE2NjQwMzE4MjY6c3BfbXRmOjIwMDY1MDI3MDgwOTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2Fuppercase-Backpack-2500EBP1-repellent-sustainable%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031825%26sprefix%3Dba%252Caps%252C283%26sr%3D8-107-spons%26psc%3D1
Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),₹609,3.9 out of 5 stars,996,http://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjA4MzA3MTQzODU0MTQ1OjE2NjQwMzE4MjY6c3BfbXRmOjIwMDM1MTgyOTQ5OTk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FHalf-Moon-Resistant-Backpack-Compartment%2Fdp%2FB09T2TCSW7%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031825%26sprefix%3Dba%252Caps%252C283%26sr%3D8-108-spons%26psc%3D1
ADISA Women's & Girls' Sling Bag,₹445,4.1 out of 5 stars,"2,509",http://www.amazon.in/ADISA-SL5022-black-women-girls/dp/B07NPXWFXX/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-109
"F Gear Talent Laptop Backpack With Rain Cover 32 Liters (Grey,Black)",₹999,4.4 out of 5 stars,"1,048",http://www.amazon.in/F-Gear-Talent-Laptop-Backpack-Grey/dp/B078KS2FX1/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-110
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),₹549,4.0 out of 5 stars,370,http://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-111
ASTRID Women's Round Sling Bag with Pompoms (Brown),₹411,4.4 out of 5 stars,185,http://www.amazon.in/ASTRID-Womens-Round-Sling-Pompoms/dp/B08VS8JBNK/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-112
Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,₹496,4.3 out of 5 stars,"11,282",http://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07PLKV6D1/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-113
"AirCase Office Messenger Sling Bag fits upto 14.1"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women, Black",₹849,4.2 out of 5 stars,"2,238",http://www.amazon.in/AirCase-C24-Messenger-Shoulder-Compartments/dp/B07Z3XT9MZ/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-114
Multipurpose Backpack Bag - Cosmus Madison 33L waterproof Bag With laptop compartment,"₹1,301",4.2 out of 5 stars,"2,086",http://www.amazon.in/COSMUS-Multipurpose-Backpack-Bag-compartment/dp/B078JVT384/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-115
Puma 24 Ltrs Black Laptop Backpack (7471401),₹849,3.9 out of 5 stars,198,http://www.amazon.in/Puma-Black-Laptop-Backpack-7471401/dp/B071WMG6HC/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1664031825&sprefix=ba%2Caps%2C283&sr=8-116
Half Moon 35 L Casual Waterproof Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with Rain Cover (18 Inch) (Navy),₹619,3.9 out of 5 stars,"12,939",http://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjA4MzA3MTQzODU0MTQ1OjE2NjQwMzE4MjY6c3BfYnRmOjIwMDM1MTgyOTQ3Nzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031825%26smid%3DA1UVZJ9N7FK5G6%26sprefix%3Dba%252Caps%252C283%26sr%3D8-117-spons%26psc%3D1
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Navy Blue & Sky Blue),"₹1,299",4.3 out of 5 stars,"7,177",http://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjA4MzA3MTQzODU0MTQ1OjE2NjQwMzE4MjY6c3BfYnRmOjIwMDM5NzM2NTAwNzk4OjowOjo&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031825%26sprefix%3Dba%252Caps%252C283%26sr%3D8-118-spons%26psc%3D1
"uppercase Medium 17L Vegan Leather Laptop Backpack 2300EBP1 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)","₹1,400",4.2 out of 5 stars,23,http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDA4MzEzNjEzNzcxOTQ0OjE2NjQwMzE4MzY6c3BfYXRmX25leHQ6MjAwNjI3MjE5MjE3OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031836%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-113-spons%26psc%3D1
"Zouk Women's Handcrafted Blue Kalamkari Office and 15.6"" Laptop Bag","₹1,699",3.8 out of 5 stars,9,http://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDA4MzEzNjEzNzcxOTQ0OjE2NjQwMzE4MzY6c3BfYXRmX25leHQ6MjAwNDcwOTY1MTQ3OTg6OjA6Og&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&url=%2FWomens-Handcrafted-Kalamkari-Office-Laptop%2Fdp%2FB09T3MY92D%2Fref%3Dsr_1_114_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1664031836%26qu%3DeyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%253D%253D%26sprefix%3Dba%252Caps%252C283%26sr%3D8-114-spons%26psc%3D1%26smid%3DA2O6LU1SDI9NBB
"Mi Step Out 12 L Mini Backpack (Small Size, Sky Blue, Water Repellant)",₹199,4.2 out of 5 stars,"4,220",http://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088X9M73T/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1664031836&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-115
"AirCase C25 15.6 Inch Messenger Laptop Bag with Shoulder Strap, Water resistant, Handle and 2 Multi Utility Compartments (Black)",₹749,4.1 out of 5 stars,"1,761",http://www.amazon.in/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07P42BHHT/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1664031836&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-116
Mi Business Casual 21L Water Resistant Laptop Backpack (Blue),₹899,4.4 out of 5 stars,"5,256",http://www.amazon.in/Business-Casual-Resistant-Laptop-Backpack/dp/B0862V2GKH/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1664031836&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-117
Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,₹899,3.9 out of 5 stars,"7,943",http://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ5XY31/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1664031836&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&smid=A3RXEJKPWRVCLY&sprefix=ba%2Caps%2C283&sr=8-118
"Arctic Hunter Side Bag for Men,Sling Bag for Men Chest Bag for Men Stylish Shoulder Bag for Men Water&Scratch Resistant,Anti-Theft Mens Sling Bag with USB Charging Port Earphone Port for Travel Bike Fits up to 10 inches iPad","₹1,651",4.5 out of 5 stars,436,http://www.amazon.in/Scratch-Resistant-Anti-Theft-Shoulder-Earphone/dp/B084RHGTCQ/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1664031836&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-119
"Fur Jaden Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹609,4.0 out of 5 stars,"1,199",http://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1664031836&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-120
Lavie Women's Malnov Tote Bag | Ladies Purse Handbag,₹779,4.1 out of 5 stars,"4,216",http://www.amazon.in/Lavie-Malgana-Womens-Tote-Black/dp/B07PKHC72N/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1664031836&qu=eyJxc2MiOiI3Ljk4IiwicXNhIjoiNy45MCIsInFzcCI6IjYuNTAifQ%3D%3D&sprefix=ba%2Caps%2C283&sr=8-121
